TimeStamp,x,y,Heading,Speed,Accel,DesiredSpd,Speed_Lead,Spacing,Dist2StopBar
1.625,0.000,0.000,18.000,0.001,0.008,1.469,0.000,20.276,99.127
1.640,0.000,0.000,18.000,0.001,0.006,1.469,0.000,20.276,99.127
1.655,0.000,0.000,18.000,0.001,0.006,1.469,0.000,20.276,99.127
1.671,0.000,0.000,18.000,0.001,0.006,1.469,0.000,20.276,99.127
1.687,0.000,0.000,18.000,0.001,0.006,1.469,0.000,20.276,99.127
1.704,0.000,0.000,18.000,0.000,0.004,1.469,0.000,20.276,99.127
1.719,0.000,0.000,18.000,0.000,0.004,1.469,0.000,20.276,99.127
1.738,0.000,0.000,18.000,0.000,0.004,1.469,0.000,20.276,99.127
1.751,0.000,0.000,18.000,0.000,0.003,1.468,0.000,18.738,99.127
1.768,0.000,0.000,18.000,0.000,0.003,1.468,0.000,18.738,99.127
1.784,0.000,0.000,18.000,0.000,0.003,1.468,0.000,18.738,99.127
1.799,0.000,0.000,18.000,0.000,0.003,1.468,0.000,18.738,99.127
1.816,0.000,0.000,18.000,0.000,0.002,1.468,0.000,18.738,99.128
1.832,0.000,0.000,18.000,0.000,0.002,1.468,0.000,18.738,99.128
1.850,0.000,0.000,18.000,0.000,0.002,1.468,0.000,18.738,99.128
1.863,0.000,0.000,18.000,0.000,0.002,1.468,0.000,18.738,99.128
1.880,39.682,-75.757,18.000,0.000,0.001,1.468,0.000,18.023,99.128
1.896,0.000,0.000,18.000,0.000,0.001,1.468,0.000,18.023,99.128
1.914,0.000,0.000,18.000,0.000,0.001,1.468,0.000,18.023,99.128
1.928,0.000,0.000,18.000,0.000,0.001,1.468,0.000,18.023,99.128
1.944,0.000,0.000,18.000,0.000,0.002,1.468,0.000,16.471,99.128
1.962,0.000,0.000,18.000,0.000,0.002,1.450,0.000,16.471,99.128
1.976,0.000,0.000,18.000,0.000,0.002,1.450,0.000,16.471,99.128
1.993,0.000,0.000,18.000,0.000,0.000,1.450,0.000,16.471,99.128
2.008,0.000,0.000,18.000,0.000,0.000,1.450,0.000,16.471,99.128
2.027,0.000,0.000,18.000,0.000,0.000,1.450,0.000,16.471,99.128
2.041,0.000,0.000,18.000,0.000,0.000,1.450,0.000,16.471,99.128
2.057,0.000,0.000,18.000,0.000,0.000,1.450,0.000,16.471,99.128
2.073,0.000,0.000,18.000,0.000,0.000,1.450,0.000,16.471,99.128
2.091,0.000,0.000,18.000,0.000,0.000,1.450,0.000,16.471,99.128
2.105,0.000,0.000,18.000,0.000,0.000,1.450,0.000,16.471,99.128
2.120,39.682,-75.757,18.000,0.000,0.000,1.450,0.000,14.703,99.128
2.136,0.000,0.000,18.000,0.000,0.000,1.450,0.000,14.703,99.128
2.154,0.000,0.000,18.000,0.000,0.000,1.450,0.000,14.703,99.128
2.168,39.682,-75.757,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.184,0.000,0.000,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.202,0.000,0.000,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.215,0.000,0.000,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.231,0.000,0.000,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.247,0.000,0.000,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.266,0.000,0.000,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.282,0.000,0.000,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.298,0.000,0.000,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.313,0.000,0.000,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.331,0.000,0.000,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.345,0.000,0.000,18.000,0.000,0.000,1.434,0.000,14.703,99.128
2.361,0.000,0.000,18.000,0.000,0.000,1.434,0.000,12.701,99.128
2.377,0.000,0.000,18.000,0.000,0.000,1.403,0.000,12.701,99.128
2.393,0.000,0.000,18.000,0.000,0.000,1.403,0.000,12.701,99.128
2.410,0.000,0.000,18.000,0.000,0.000,1.403,0.000,12.701,99.128
2.426,0.000,0.000,18.000,0.000,0.000,1.403,0.000,12.701,99.128
2.444,0.000,0.000,18.000,0.000,0.000,1.403,0.000,12.701,99.128
2.457,0.000,0.000,18.000,0.000,0.000,1.403,0.000,12.701,99.128
2.474,39.682,-75.757,18.000,0.000,0.000,1.403,0.000,11.596,99.128
2.490,0.000,0.000,18.000,0.000,0.000,1.403,0.000,11.596,99.128
2.507,0.000,0.000,18.000,0.000,0.000,1.403,0.000,11.596,99.128
2.521,0.000,0.000,18.000,0.000,0.000,1.403,0.000,11.596,99.128
2.537,0.000,0.000,18.000,0.000,0.000,1.403,0.000,10.451,99.128
2.553,0.000,0.000,18.000,0.000,0.000,1.403,0.000,10.451,99.128
2.571,0.000,0.000,18.000,0.000,0.000,1.403,0.000,10.451,99.128
2.585,0.000,0.000,18.000,0.000,0.000,1.323,0.000,10.451,99.128
2.602,39.682,-75.757,18.000,0.000,0.000,1.323,0.000,10.451,99.128
2.618,0.000,0.000,18.000,0.000,0.000,1.323,0.000,10.451,99.128
2.637,0.000,0.000,18.000,0.000,0.000,1.323,0.000,10.451,99.128
2.650,0.000,0.000,18.000,0.000,0.000,1.323,0.000,9.166,99.128
2.666,0.000,0.000,18.000,0.000,0.000,1.323,0.000,9.166,99.128
2.685,0.000,0.000,18.000,0.000,0.000,1.323,0.000,9.166,99.128
2.698,0.000,0.000,18.000,0.000,0.000,1.323,0.000,9.166,99.128
2.714,39.682,-75.757,18.000,0.000,0.000,1.323,0.000,9.166,99.128
2.729,39.682,-75.757,18.000,0.000,0.000,1.323,0.000,9.166,99.128
2.748,39.682,-75.757,18.000,0.000,0.000,1.323,0.000,9.166,99.128
2.762,0.000,0.000,18.000,0.000,0.000,1.323,0.000,9.166,99.128
2.778,39.682,-75.757,18.000,0.000,0.000,1.323,0.000,6.814,99.128
2.794,0.000,0.000,18.000,0.000,0.000,0.254,0.000,6.814,99.128
2.812,0.000,0.000,18.000,0.000,0.000,0.254,0.000,6.814,99.128
2.825,0.000,0.000,18.000,0.000,0.000,0.254,0.000,6.814,99.128
2.842,0.000,0.000,18.000,0.000,0.000,0.254,0.000,6.814,99.128
2.857,0.000,0.000,18.000,0.000,0.000,0.254,0.000,6.814,99.128
2.876,0.000,0.000,18.000,0.000,0.000,0.254,0.000,6.814,99.128
2.890,0.000,0.000,18.000,0.000,0.000,0.254,0.000,6.814,99.128
2.906,0.000,0.000,18.000,0.000,0.000,0.254,0.000,6.814,99.128
2.922,0.000,0.000,18.000,0.000,0.000,0.254,0.000,6.814,99.128
2.941,0.000,0.000,18.000,0.000,0.000,0.254,0.000,6.814,99.128
2.954,0.000,0.000,18.000,0.000,0.000,0.254,0.000,6.814,99.128
2.969,39.682,-75.757,18.000,0.000,0.000,0.254,0.000,5.679,99.128
2.987,0.000,0.000,18.000,0.000,0.000,0.254,0.000,5.679,99.128
3.006,0.000,0.000,18.000,0.000,0.000,0.000,0.000,5.679,99.128
3.019,0.000,0.000,18.000,0.000,0.000,0.000,0.000,5.679,99.128
3.034,0.000,0.000,18.046,0.016,0.247,0.000,0.000,4.428,99.135
3.050,0.000,0.000,18.046,0.016,0.247,0.000,0.000,4.428,99.135
3.066,0.000,0.000,18.046,0.016,0.247,0.000,0.000,4.428,99.135
3.083,0.000,0.000,18.046,0.005,0.374,0.000,0.000,4.649,99.135
3.099,0.000,0.000,18.046,0.005,0.374,0.000,0.000,4.649,99.135
3.116,0.000,0.000,18.046,0.005,0.374,0.000,0.000,4.649,99.135
3.129,0.000,0.000,18.046,0.005,0.374,0.000,0.000,4.649,99.135
3.146,0.000,0.000,18.047,0.010,0.080,0.000,0.000,4.649,99.136
3.162,0.000,0.000,18.047,0.010,0.080,0.000,0.000,4.649,99.136
3.181,0.000,0.000,18.047,0.010,0.080,0.000,0.000,4.649,99.136
3.194,0.000,0.000,18.047,0.010,0.080,0.000,0.000,4.649,99.136
3.209,39.682,-75.757,18.049,0.008,0.023,0.000,0.000,4.651,99.137
3.225,39.682,-75.757,18.049,0.008,0.023,0.000,0.000,4.651,99.137
3.244,39.682,-75.757,18.049,0.008,0.023,0.000,0.000,4.651,99.137
3.258,39.682,-75.757,18.050,0.006,0.037,0.000,0.000,4.663,99.138
3.274,0.000,0.000,18.050,0.006,0.037,0.000,0.000,4.663,99.138
3.292,0.000,0.000,18.050,0.006,0.037,0.000,0.000,4.663,99.138
3.306,0.000,0.000,18.050,0.006,0.037,0.000,0.000,4.663,99.138
3.322,0.000,0.000,18.050,0.004,0.033,0.000,0.000,4.663,99.139
3.337,0.000,0.000,18.050,0.004,0.033,0.000,0.000,4.663,99.139
3.355,0.000,0.000,18.050,0.004,0.033,0.000,0.000,4.663,99.139
3.370,0.000,0.000,18.050,0.003,0.025,0.000,0.000,4.664,99.139
3.385,39.682,-75.757,18.050,0.003,0.025,0.000,0.000,4.664,99.139
3.403,0.000,0.000,18.050,0.003,0.025,0.000,0.000,4.664,99.139
3.417,0.000,0.000,18.050,0.003,0.025,0.000,0.000,4.664,99.139
3.433,0.000,0.000,18.050,0.002,0.017,0.000,0.000,4.635,99.140
3.450,0.000,0.000,18.050,0.002,0.017,0.000,0.000,4.635,99.140
3.467,0.000,0.000,18.050,0.002,0.017,0.000,0.000,4.635,99.140
3.482,39.682,-75.757,18.050,0.001,0.011,0.000,0.000,4.635,99.140
3.498,0.000,0.000,18.050,0.001,0.011,0.000,0.000,4.635,99.140
3.514,0.000,0.000,18.050,0.001,0.011,0.000,0.000,4.635,99.140
3.530,0.000,0.000,18.050,0.001,0.011,0.000,0.000,4.635,99.140
3.546,0.000,0.000,18.050,0.001,0.008,0.000,0.000,4.600,99.140
3.561,0.000,0.000,18.050,0.001,0.008,0.000,0.000,4.600,99.140
3.579,0.000,0.000,18.050,0.001,0.008,0.000,0.000,4.600,99.140
3.594,0.000,0.000,18.050,0.001,0.008,0.000,0.000,4.600,99.140
3.610,0.000,0.000,18.050,0.000,0.005,0.000,0.000,4.600,99.140
3.625,0.000,0.000,18.050,0.000,0.005,0.000,0.000,4.600,99.140
3.644,0.000,0.000,18.050,0.000,0.005,0.000,0.000,4.600,99.140
3.658,39.682,-75.757,18.050,0.000,0.007,0.000,0.000,4.539,99.140
3.673,39.682,-75.757,18.050,0.000,0.007,0.000,0.000,4.539,99.140
3.689,0.000,0.000,18.050,0.000,0.007,0.000,0.000,4.539,99.140
3.706,0.000,0.000,18.050,0.000,0.007,0.000,0.000,4.539,99.140
3.722,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
3.738,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
3.756,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
3.770,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
3.787,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
3.802,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
3.819,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
3.834,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.520,99.140
3.849,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.520,99.140
3.865,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.520,99.140
3.881,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.520,99.140
3.898,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.520,99.140
3.914,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.520,99.140
3.931,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.520,99.140
3.945,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.520,99.140
3.961,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
3.977,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
3.995,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.011,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.027,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.045,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.059,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.075,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.091,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.108,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.121,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.137,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.154,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.172,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.185,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.202,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.217,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.235,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.249,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.521,99.140
4.266,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.282,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.300,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.313,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.330,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.346,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.363,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.377,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.394,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.410,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.428,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.441,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.457,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.473,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.490,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.506,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.522,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.538,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.554,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.570,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.586,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.604,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.617,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.634,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.650,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.668,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.682,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.698,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.713,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.729,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.745,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.761,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.779,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.794,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.810,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.825,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.844,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.857,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.874,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.890,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.908,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.922,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.938,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.956,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.969,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
4.987,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.522,99.140
5.003,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
5.021,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
5.035,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.522,99.140
5.050,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.066,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.085,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.099,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.114,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.130,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.146,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.162,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.177,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.194,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.211,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.225,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.242,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.258,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.274,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.290,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.306,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.323,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.337,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.353,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.369,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.389,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.402,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.418,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.435,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.449,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.466,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.482,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.500,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.514,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.530,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.546,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.564,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.578,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.594,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.612,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.625,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.642,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.657,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.675,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.690,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.706,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.721,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.739,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.754,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.770,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.786,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.802,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.818,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.834,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.852,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.865,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.882,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.898,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.914,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.930,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.945,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.964,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.977,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
5.995,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
6.010,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
6.030,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
6.043,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.523,99.140
6.060,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.075,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.093,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.107,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.121,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.138,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.157,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.170,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.186,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.202,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.220,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.233,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.249,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.268,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.282,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.298,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.314,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.331,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.346,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.361,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.377,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.394,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.410,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.425,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.443,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.457,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.474,39.682,-75.757,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.490,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.508,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.522,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.538,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.554,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.571,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.586,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
6.602,0.000,0.000,18.050,0.000,0.000,0.000,0.000,4.524,99.140
