TimeStamp,x,y,Heading,Speed,Accel,DesiredSpd,Speed_Lead,Spacing,Dist2StopBar
3.642,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.657,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.673,39.682,-75.757,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.689,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.709,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.721,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.738,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.755,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.769,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.785,39.682,-75.757,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.801,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.819,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.833,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.849,39.682,-75.757,18.000,0.000,0.002,1.491,20.000,250.000,99.127
3.864,39.682,-75.757,18.000,0.000,0.002,1.491,20.000,250.000,99.127
3.882,0.000,0.000,18.000,0.000,0.002,1.491,20.000,250.000,99.127
3.896,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.912,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.930,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.944,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
3.960,0.000,0.000,18.000,0.000,0.001,1.491,20.000,250.000,99.127
3.976,39.682,-75.757,18.000,0.000,0.001,1.491,20.000,250.000,99.127
3.995,0.000,0.000,18.000,0.000,0.001,1.491,20.000,250.000,99.127
4.009,0.000,0.000,18.000,0.000,0.001,1.491,20.000,250.000,99.127
4.025,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.041,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.059,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.073,39.682,-75.757,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.089,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.107,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.121,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.137,39.682,-75.757,18.000,0.000,0.001,1.491,20.000,250.000,99.127
4.153,0.000,0.000,18.000,0.000,0.001,1.491,20.000,250.000,99.127
4.171,0.000,0.000,18.000,0.000,0.001,1.491,20.000,250.000,99.127
4.185,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.201,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.219,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.233,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.249,39.682,-75.757,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.265,39.682,-75.757,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.283,39.682,-75.757,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.297,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.313,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.331,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.345,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.361,39.682,-75.757,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.377,39.682,-75.757,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.395,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.409,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.425,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.441,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.457,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.473,39.682,-75.757,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.489,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.507,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.521,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.537,39.682,-75.757,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.553,39.682,-75.757,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.571,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.585,0.000,0.000,18.000,0.000,0.000,1.491,20.000,250.000,99.127
4.601,0.000,0.000,17.991,0.073,1.187,1.491,20.000,250.000,99.127
4.617,0.000,0.000,17.991,0.073,1.187,1.491,20.000,250.000,99.127
4.634,0.000,0.000,17.991,0.073,1.187,1.491,20.000,250.000,99.127
4.649,39.682,-75.757,17.904,0.296,3.873,1.565,20.000,250.000,99.116
4.665,39.682,-75.757,17.904,0.296,3.873,1.565,20.000,250.000,99.116
4.682,0.000,0.000,17.904,0.296,3.873,1.565,20.000,250.000,99.116
4.698,0.000,0.000,17.904,0.296,3.873,1.565,20.000,250.000,99.116
4.713,0.000,0.000,17.710,0.401,1.804,1.565,20.000,250.000,99.096
4.729,0.000,0.000,17.710,0.401,1.804,1.565,20.000,250.000,99.096
4.747,0.000,0.000,17.710,0.401,1.804,1.565,20.000,250.000,99.096
4.761,0.000,0.000,17.710,0.401,1.804,1.565,20.000,250.000,99.096
4.777,39.682,-75.757,17.384,0.542,2.398,1.565,20.000,250.000,99.069
4.794,0.000,0.000,17.384,0.542,2.398,1.565,20.000,250.000,99.069
4.809,0.000,0.000,17.384,0.542,2.398,1.565,20.000,250.000,99.069
4.825,0.000,0.000,17.014,0.662,2.182,1.565,20.000,250.000,99.038
4.841,0.000,0.000,17.014,0.662,2.182,1.565,20.000,250.000,99.038
4.859,0.000,0.000,17.014,0.662,2.182,2.153,20.000,250.000,99.038
4.872,0.000,0.000,17.014,0.662,2.182,2.153,20.000,250.000,99.038
4.888,39.682,-75.757,16.579,0.758,1.687,2.153,20.000,250.000,99.001
4.904,0.000,0.000,16.579,0.758,1.687,2.153,20.000,250.000,99.001
4.922,0.000,0.000,16.579,0.758,1.687,2.153,20.000,250.000,99.001
4.937,39.682,-75.757,16.047,0.867,2.123,2.153,20.000,250.000,98.959
4.953,0.000,0.000,16.047,0.867,2.123,2.153,20.000,250.000,98.959
4.970,0.000,0.000,16.047,0.867,2.123,2.153,20.000,250.000,98.959
4.984,0.000,0.000,16.047,0.867,2.123,2.153,20.000,250.000,98.959
5.001,0.000,0.000,15.364,0.950,1.419,2.153,20.000,250.000,98.912
5.017,0.000,0.000,15.364,0.950,1.419,2.153,20.000,250.000,98.912
5.033,0.000,0.000,15.364,0.950,1.419,2.153,20.000,250.000,98.912
5.049,0.000,0.000,15.364,0.950,1.419,2.153,20.000,250.000,98.912
5.065,0.000,0.000,15.364,0.950,1.419,2.440,20.000,250.000,98.912
5.081,39.682,-75.757,14.249,1.155,2.455,2.440,20.000,250.000,98.833
5.097,0.000,0.000,14.249,1.155,2.455,2.440,20.000,250.000,98.833
5.115,0.000,0.000,14.249,1.155,2.455,2.440,20.000,250.000,98.833
5.129,0.000,0.000,14.249,1.155,2.455,2.440,20.000,250.000,98.833
5.145,0.000,0.000,13.224,1.232,1.905,2.440,20.000,250.000,98.768
5.161,39.682,-75.757,13.224,1.232,1.905,2.440,20.000,250.000,98.768
5.178,39.682,-75.757,13.224,1.232,1.905,2.440,20.000,250.000,98.768
5.194,0.000,0.000,13.224,1.232,1.905,2.440,20.000,250.000,98.768
5.209,0.000,0.000,12.146,1.357,2.297,2.440,20.000,250.000,98.706
5.225,0.000,0.000,12.146,1.357,2.297,2.440,20.000,250.000,98.706
5.244,0.000,0.000,12.146,1.357,2.297,2.440,20.000,250.000,98.706
5.257,0.000,0.000,12.146,1.357,2.297,2.440,20.000,250.000,98.706
5.273,39.682,-75.757,10.755,1.505,2.294,2.842,20.000,250.000,98.628
5.289,0.000,0.000,10.755,1.505,2.294,2.842,20.000,250.000,98.628
5.305,0.000,0.000,10.755,1.505,2.294,2.842,20.000,250.000,98.628
5.321,0.000,0.000,10.755,1.505,2.294,2.842,20.000,250.000,98.628
5.339,0.000,0.000,10.755,1.505,2.294,2.842,20.000,250.000,98.628
5.354,39.682,-75.757,9.197,1.707,4.133,2.842,20.000,250.000,98.504
5.369,39.682,-75.757,9.197,1.707,4.133,2.842,20.000,250.000,98.504
5.385,0.000,0.000,9.197,1.707,4.133,2.842,20.000,250.000,98.504
5.403,0.000,0.000,9.197,1.707,4.133,2.842,20.000,250.000,98.504
5.417,0.000,0.000,8.823,1.801,6.001,2.842,20.000,250.000,98.394
5.433,0.000,0.000,8.823,1.801,6.001,2.842,20.000,250.000,98.394
5.451,0.000,0.000,8.823,1.801,6.001,2.842,20.000,250.000,98.394
5.465,0.000,0.000,8.823,1.801,6.001,2.842,20.000,250.000,98.394
5.481,39.682,-75.757,8.809,1.827,1.084,3.273,20.000,250.000,98.292
5.497,0.000,0.000,8.809,1.827,1.084,3.273,20.000,250.000,98.292
5.515,0.000,0.000,8.809,1.827,1.084,3.273,20.000,250.000,98.292
5.529,0.000,0.000,8.809,1.827,1.084,3.273,20.000,250.000,98.292
5.545,39.682,-75.757,8.811,1.825,0.149,3.273,20.000,250.000,98.183
5.561,0.000,0.000,8.811,1.825,0.149,3.273,20.000,250.000,98.183
5.579,0.000,0.000,8.811,1.825,0.149,3.273,20.000,250.000,98.183
5.593,0.000,0.000,8.811,1.825,0.149,3.273,20.000,250.000,98.183
5.610,0.000,0.000,8.809,1.823,0.031,3.273,20.000,250.000,98.071
5.625,0.000,0.000,8.809,1.823,0.031,3.273,20.000,250.000,98.071
5.641,0.000,0.000,8.809,1.823,0.031,3.273,20.000,250.000,98.071
5.658,39.682,-75.757,8.809,1.815,0.140,3.273,20.000,250.000,97.970
5.673,39.682,-75.757,8.809,1.815,0.140,3.273,20.000,250.000,97.970
5.692,0.000,0.000,8.809,1.815,0.140,3.286,20.000,250.000,97.970
5.705,0.000,0.000,8.809,1.815,0.140,3.286,20.000,250.000,97.970
5.721,0.000,0.000,8.811,1.804,0.189,3.286,20.000,250.000,97.865
5.737,0.000,0.000,8.811,1.804,0.189,3.286,20.000,250.000,97.865
5.754,0.000,0.000,8.811,1.804,0.189,3.286,20.000,250.000,97.865
5.769,0.000,0.000,8.812,1.804,0.189,3.286,20.000,250.000,97.865
5.785,39.682,-75.757,8.812,1.789,0.251,3.286,20.000,250.000,97.763
5.801,0.000,0.000,8.812,1.789,0.251,3.286,20.000,250.000,97.763
5.817,0.000,0.000,8.812,1.789,0.251,3.286,20.000,250.000,97.763
5.834,0.000,0.000,8.814,1.775,0.248,3.286,20.000,250.000,97.661
5.849,0.000,0.000,8.814,1.775,0.248,3.286,20.000,250.000,97.661
5.866,0.000,0.000,8.814,1.775,0.248,3.286,20.000,250.000,97.661
5.880,0.000,0.000,8.814,1.775,0.248,3.286,20.000,250.000,97.661
5.897,0.000,0.000,8.815,1.759,0.287,3.247,20.000,250.000,97.565
5.912,0.000,0.000,8.815,1.759,0.287,3.247,20.000,250.000,97.565
5.930,0.000,0.000,8.815,1.759,0.287,3.247,20.000,250.000,97.565
5.944,0.000,0.000,8.817,1.085,11.373,3.247,20.000,250.000,97.487
5.960,39.682,-75.757,8.817,1.085,11.373,3.247,20.000,250.000,97.487
5.978,39.682,-75.757,8.817,1.085,11.373,3.247,20.000,250.000,97.487
5.993,0.000,0.000,8.817,1.085,11.373,3.247,20.000,250.000,97.487
6.010,0.000,0.000,8.823,0.650,7.579,3.247,20.000,250.000,97.442
6.025,0.000,0.000,8.823,0.650,7.579,3.247,20.000,250.000,97.442
6.041,0.000,0.000,8.823,0.650,7.579,3.247,20.000,250.000,97.442
6.058,0.000,0.000,8.823,0.650,7.579,3.247,20.000,250.000,97.442
6.073,0.000,0.000,8.831,0.485,2.485,3.247,20.000,250.000,97.407
6.089,39.682,-75.757,8.831,0.485,2.485,3.247,20.000,250.000,97.407
6.107,0.000,0.000,8.831,0.485,2.485,1.976,20.000,250.000,97.407
6.121,0.000,0.000,8.831,0.485,2.485,1.976,20.000,250.000,97.407
6.137,39.682,-75.757,8.800,0.401,1.513,1.976,20.000,250.000,97.383
6.153,39.682,-75.757,8.800,0.401,1.513,1.976,20.000,250.000,97.383
6.171,39.682,-75.757,8.800,0.401,1.513,1.976,20.000,250.000,97.383
6.185,39.682,-75.757,8.741,0.317,1.449,1.976,20.000,250.000,97.363
6.201,0.000,0.000,8.741,0.317,1.449,1.976,20.000,250.000,97.363
6.219,0.000,0.000,8.741,0.317,1.449,1.976,20.000,250.000,97.363
6.233,0.000,0.000,8.741,0.317,1.449,1.976,20.000,250.000,97.363
6.249,39.682,-75.756,8.686,0.264,0.936,1.976,20.000,250.000,97.346
6.265,39.682,-75.756,8.686,0.264,0.936,1.976,20.000,250.000,97.346
6.282,0.000,0.000,8.686,0.264,0.936,1.976,20.000,250.000,97.346
6.297,0.000,0.000,8.686,0.264,0.936,1.976,20.000,250.000,97.346
6.313,0.000,0.000,8.610,0.239,0.462,1.756,20.000,250.000,97.331
6.330,0.000,0.000,8.610,0.239,0.462,1.756,20.000,250.000,97.331
6.347,0.000,0.000,8.610,0.239,0.462,1.756,20.000,250.000,97.331
6.361,0.000,0.000,8.542,0.203,0.639,1.756,20.000,250.000,97.321
6.377,0.000,0.000,8.542,0.203,0.639,1.756,20.000,250.000,97.321
6.394,0.000,0.000,8.542,0.203,0.639,1.756,20.000,250.000,97.321
6.410,0.000,0.000,8.542,0.203,0.639,1.756,20.000,250.000,97.321
6.425,0.000,0.000,8.481,0.170,0.574,1.756,20.000,250.000,97.311
6.441,0.000,0.000,8.481,0.170,0.574,1.756,20.000,250.000,97.311
6.459,0.000,0.000,8.481,0.170,0.574,1.756,20.000,250.000,97.311
6.473,0.000,0.000,8.481,0.170,0.574,1.756,20.000,250.000,97.311
6.490,0.000,0.000,8.424,0.101,1.104,1.756,20.000,250.000,97.303
6.505,0.000,0.000,8.424,0.101,1.104,1.756,20.000,250.000,97.303
6.523,0.000,0.000,8.424,0.101,1.104,1.592,20.000,250.000,97.303
6.537,0.000,0.000,8.370,0.073,0.484,1.592,20.000,250.000,97.298
6.553,39.682,-75.756,8.370,0.073,0.484,1.592,20.000,250.000,97.298
6.569,0.000,0.000,8.370,0.073,0.484,1.592,20.000,250.000,97.298
6.585,0.000,0.000,8.370,0.073,0.484,1.592,20.000,250.000,97.298
6.601,0.000,0.000,8.334,0.040,0.575,1.592,20.000,250.000,97.294
