TimeStamp,x,y,Heading,Speed,Accel,DesiredSpd
11.088,39.682,-75.756,25.438,15.668,3.182,16.298
11.103,0.000,0.000,25.438,15.823,2.752,16.298
11.119,0.000,0.000,25.438,15.823,2.752,16.298
11.135,0.000,0.000,25.438,15.823,2.752,16.298
11.151,0.000,0.000,25.483,15.888,1.242,16.298
11.167,0.000,0.000,25.483,15.888,1.242,16.298
11.183,39.682,-75.756,25.483,15.888,1.242,16.298
11.202,0.000,0.000,25.483,15.888,1.242,16.298
11.215,0.000,0.000,25.505,15.852,0.731,16.298
11.231,0.000,0.000,25.505,15.852,0.731,16.298
11.249,0.000,0.000,25.505,15.852,0.731,16.298
11.263,0.000,0.000,25.505,15.852,0.731,16.298
11.279,39.682,-75.756,25.515,15.773,1.424,16.441
11.296,0.000,0.000,25.515,15.773,1.424,16.441
11.311,0.000,0.000,25.515,15.773,1.424,16.441
11.327,0.000,0.000,25.515,15.773,1.424,16.441
11.343,0.000,0.000,25.521,15.643,1.844,16.441
11.359,0.000,0.000,25.521,15.643,1.844,16.441
11.378,39.682,-75.756,25.521,15.643,1.844,16.441
11.392,0.000,0.000,25.521,15.643,1.844,16.441
11.408,0.000,0.000,25.523,15.520,2.062,16.441
11.423,0.000,0.000,25.523,15.520,2.062,16.441
11.441,0.000,0.000,25.523,15.520,2.062,16.441
11.455,0.000,0.000,25.523,15.520,2.062,16.441
11.471,0.000,0.000,25.525,15.395,2.153,16.441
11.489,0.000,0.000,25.525,15.395,2.153,16.083
11.505,0.000,0.000,25.525,15.395,2.153,16.083
11.519,0.000,0.000,25.525,15.261,2.192,16.083
11.535,0.000,0.000,25.525,15.261,2.192,16.083
11.551,0.000,0.000,25.525,15.261,2.192,16.083
11.569,39.682,-75.756,25.525,15.261,2.192,16.083
11.583,39.682,-75.756,25.129,15.100,6.059,16.083
11.599,0.000,0.000,25.129,15.100,6.059,16.083
11.615,0.000,0.000,25.129,15.100,6.059,16.083
11.631,0.000,0.000,25.129,15.100,6.059,16.083
11.647,0.000,0.000,24.107,14.948,6.145,16.083
11.663,0.000,0.000,24.107,14.948,6.145,16.083
11.679,39.682,-75.756,24.107,14.948,6.145,16.083
11.695,0.000,0.000,24.107,14.948,6.145,15.725
11.711,0.000,0.000,23.214,14.815,2.390,15.725
11.727,0.000,0.000,23.214,14.815,2.390,15.725
11.745,0.000,0.000,23.214,14.815,2.390,15.725
11.759,0.000,0.000,23.214,14.815,2.390,15.725
11.775,39.682,-75.756,22.762,14.680,2.198,15.725
11.791,0.000,0.000,22.762,14.680,2.198,15.725
11.807,0.000,0.000,22.762,14.680,2.198,15.725
11.823,0.000,0.000,22.551,14.552,2.299,15.725
11.839,0.000,0.000,22.551,14.552,2.299,15.725
11.859,0.000,0.000,22.551,14.552,2.299,15.725
11.874,39.682,-75.756,22.551,14.552,2.299,15.725
11.891,0.000,0.000,22.451,14.431,2.261,15.725
11.907,0.000,0.000,22.451,14.431,2.261,15.303
11.923,0.000,0.000,22.451,14.431,2.261,15.303
11.939,0.000,0.000,22.398,14.311,2.192,15.303
11.957,0.000,0.000,22.398,14.311,2.192,15.303
11.987,0.000,0.000,22.398,14.311,2.192,15.303
12.008,0.000,0.000,22.372,14.194,2.136,15.303
12.023,0.000,0.000,22.372,14.194,2.136,15.303
12.039,0.000,0.000,22.372,14.194,2.136,15.303
12.055,0.000,0.000,22.372,14.194,2.136,15.303
12.071,39.682,-75.756,22.357,14.050,2.094,15.303
12.088,0.000,0.000,22.357,14.050,2.094,15.303
12.105,0.000,0.000,22.357,14.050,2.094,15.303
12.122,0.000,0.000,22.351,13.926,2.064,14.985
12.138,0.000,0.000,22.351,13.926,2.064,14.985
12.158,0.000,0.000,22.351,13.926,2.064,14.985
12.174,39.682,-75.756,22.351,13.926,2.064,14.985
12.193,0.000,0.000,22.348,13.810,2.043,14.985
12.208,0.000,0.000,22.348,13.810,2.043,14.985
12.225,0.000,0.000,22.348,13.810,2.043,14.985
12.242,0.000,0.000,22.346,13.621,2.997,14.985
12.260,0.000,0.000,22.346,13.621,2.997,14.985
12.275,39.682,-75.756,22.346,13.621,2.997,14.985
12.294,0.000,0.000,22.346,13.621,2.997,14.985
12.309,0.000,0.000,22.345,13.314,5.006,14.985
12.325,0.000,0.000,22.345,13.314,5.006,14.356
12.344,0.000,0.000,22.345,13.314,5.006,14.356
12.359,0.000,0.000,22.345,13.314,5.006,14.356
12.382,39.682,-75.756,22.344,12.885,6.918,14.356
12.397,0.000,0.000,22.344,12.885,6.918,14.356
12.413,0.000,0.000,22.344,12.885,6.918,14.356
12.429,0.000,0.000,22.344,12.437,7.432,14.356
12.445,0.000,0.000,22.344,12.437,7.432,14.356
12.461,0.000,0.000,22.344,12.437,7.432,14.356
12.477,39.682,-75.756,22.344,12.437,7.432,14.356
12.493,0.000,0.000,22.343,11.976,7.419,14.356
12.510,0.000,0.000,22.343,11.976,7.419,14.356
12.526,0.000,0.000,22.343,11.976,7.419,14.356
12.542,0.000,0.000,22.343,11.976,7.419,13.173
12.559,0.000,0.000,22.343,11.493,7.381,13.173
12.575,39.682,-75.756,22.343,11.493,7.381,13.173
12.593,0.000,0.000,22.343,11.493,7.381,13.173
12.608,0.000,0.000,22.343,11.493,7.381,13.173
12.632,0.000,0.000,22.342,11.065,7.332,13.173
12.649,0.000,0.000,22.342,11.065,7.332,13.173
12.663,0.000,0.000,22.342,11.065,7.332,13.173
12.679,39.682,-75.756,22.342,10.635,7.279,13.173
12.695,0.000,0.000,22.342,10.635,7.279,13.173
12.711,0.000,0.000,22.342,10.635,7.279,13.173
12.727,0.000,0.000,22.342,10.635,7.279,13.173
12.749,0.000,0.000,22.341,10.187,7.221,13.173
12.764,0.000,0.000,22.341,10.187,7.221,11.525
12.780,39.682,-75.756,22.341,10.187,7.221,11.525
12.796,0.000,0.000,22.341,9.760,7.162,11.525
12.813,0.000,0.000,22.341,9.760,7.162,11.525
12.828,0.000,0.000,22.341,9.760,7.162,11.525
12.844,0.000,0.000,22.341,9.760,7.162,11.525
12.864,0.000,0.000,22.051,9.341,8.898,11.525
12.879,39.682,-75.756,22.051,9.341,8.898,11.525
12.895,0.000,0.000,22.051,9.341,8.898,11.525
12.911,0.000,0.000,21.681,8.945,6.949,11.525
12.927,0.000,0.000,21.681,8.945,6.949,11.525
12.943,0.000,0.000,21.681,8.945,6.949,11.525
12.959,0.000,0.000,21.681,8.945,6.949,11.525
12.980,39.682,-75.756,21.542,8.577,6.379,10.345
12.997,0.000,0.000,21.542,8.577,6.379,10.345
13.013,0.000,0.000,21.542,8.577,6.379,10.345
